ID,STORE,NAME,X,Y,CLASS,CLIMATE,FOOD,DC,MILES,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TTL
1018 ,1533 ,ALEXANDRIA HYBLA VALLEY,-77.08,38.76,B,2,Y,560 ,143 ,38142 ,37960 ,49693 ,37550 ,36001 ,51673 ,43668 ,46442 ,50610 ,41077 ,50936 ,66353 ,550106 
1019 ,1534 ,WEST CHESTER TWNSHP,-84.41,39.34,C,2, ,559 ,137 ,25977 ,27146 ,35536 ,26853 ,25745 ,35193 ,29741 ,31630 ,34469 ,27977 ,34691 ,45191 ,380151 
1020 ,1535 ,GALVESTON,-94.83,29.28,D,7, ,578 ,256 ,18973 ,19827 ,25955 ,19613 ,18804 ,25704 ,21722 ,23102 ,25175 ,20433 ,25337 ,33006 ,277651 
1021 ,1536 ,MANSFIELD,-97.14,32.57,A+,4,Y,3801 ,14 ,44270 ,46263 ,60561 ,45763 ,43875 ,59976 ,50685 ,53905 ,58742 ,47678 ,59121 ,77015 ,647856 
1022 ,1537 ,BELLEVUE,-95.96,41.1,C,1, ,590 ,251 ,17920 ,18726 ,24514 ,18524 ,17760 ,24277 ,20516 ,21819 ,23777 ,19299 ,23931 ,31174 ,262237 
1023 ,1538 ,BELTON,-94.55,38.79,D,1, ,3803 ,80 ,12930 ,13511 ,17687 ,13365 ,12814 ,17517 ,14803 ,15743 ,17156 ,13925 ,17267 ,22493 ,189211 
1024 ,1539 ,SHILOH,-89.92,38.6,A,1, ,3809 ,271 ,38997 ,40752 ,53347 ,40312 ,38649 ,52832 ,44647 ,47484 ,51745 ,41999 ,52079 ,67841 ,570684 
1025 ,1540 ,KALISPELL,-113.74,48.08,B,1, ,558 ,661 ,29459 ,30785 ,40300 ,30453 ,29197 ,39911 ,33728 ,35871 ,39090 ,31727 ,39342 ,51249 ,431111 
1026 ,1541 ,PIKESVILLE,-76.72,39.39,A,2,Y,560 ,184 ,42113 ,41913 ,54867 ,41460 ,39750 ,54337 ,48215 ,51278 ,55880 ,45355 ,56240 ,73262 ,604670 
1027 ,1542 ,AUSTIN EAST,-97.69,30.3,B,7,Y,578 ,236 ,27749 ,28998 ,37960 ,28684 ,27501 ,37593 ,31769 ,33787 ,36820 ,29884 ,37057 ,48273 ,406075 
1028 ,1543 ,OLATHE SOUTH,-94.78,38.83,D,1, ,3803 ,63 ,19261 ,20128 ,26349 ,19910 ,19089 ,26094 ,22052 ,23453 ,25557 ,20743 ,25722 ,33507 ,281865 
1029 ,1544 ,STAMFORD,-73.54,41.06,A+,1,Y,579 ,175 ,48322 ,48092 ,62956 ,47572 ,45610 ,62348 ,52689 ,56036 ,61064 ,52041 ,64531 ,84063 ,685323 
1030 ,1545 ,COLERAIN,-84.59,39.27,C,2, ,559 ,117 ,23354 ,24405 ,31948 ,24141 ,23146 ,31639 ,26738 ,28436 ,30988 ,25152 ,31188 ,40628 ,341763 
1031 ,1546 ,EAST POINT,-84.46,33.67,C,4, ,580 ,195 ,27308 ,28537 ,37357 ,28229 ,27064 ,36996 ,31265 ,33251 ,36235 ,29410 ,36469 ,47506 ,399628 
1032 ,1547 ,MOORPARK,-118.87,34.31,B,5, ,593 ,126 ,36740 ,38394 ,50260 ,37979 ,36412 ,49774 ,42063 ,44736 ,50360 ,41174 ,47459 ,62309 ,537659 
1033 ,1548 ,CORONA,-117.49,33.84,B,5, ,553 ,28 ,36355 ,37991 ,49733 ,37581 ,36031 ,49253 ,41623 ,44267 ,49832 ,40742 ,46961 ,61656 ,532025 
1034 ,1750 ,SLC-CENTERVILLE,-111.88,40.93,B,1,Y,554 ,592 ,36275 ,37907 ,49623 ,37498 ,35951 ,49144 ,41531 ,44169 ,48133 ,39067 ,48443 ,63105 ,530846 
1035 ,1751 ,SLC-FORT UNION,-111.82,40.63,AA,1,Y,554 ,567 ,48041 ,50204 ,65720 ,49661 ,47612 ,65085 ,55002 ,58496 ,63746 ,51739 ,64157 ,83575 ,703037 
1036 ,1752 ,SLC-SANDY SOUTH TOWNE,-111.89,40.58,A,1,Y,554 ,559 ,34331 ,35876 ,46965 ,35489 ,34025 ,46511 ,39306 ,41802 ,45554 ,36974 ,45848 ,59724 ,502404 
1037 ,1753 ,SLC-RIVERDALE,-111.95,41.15,B,1,Y,554 ,600 ,28640 ,29929 ,39179 ,29606 ,28384 ,38801 ,32790 ,34873 ,38002 ,30845 ,38247 ,49824 ,419121 
1038 ,1754 ,SLC-OREM STATE ST,-111.72,40.32,A+,1,Y,554 ,536 ,41781 ,43662 ,57156 ,43190 ,41408 ,56604 ,47835 ,50874 ,55439 ,44997 ,55797 ,72684 ,611425 
1039 ,1755 ,SLC-LAYTON,-112.03,41.05,A,1,Y,554 ,602 ,38396 ,40125 ,52526 ,39691 ,38054 ,52018 ,43960 ,46752 ,50948 ,41352 ,51276 ,66796 ,561894 
1040 ,1756 ,KSC-OLATHE,-94.78,38.83,AA,1,Y,3803 ,63 ,46335 ,48420 ,63385 ,47897 ,45921 ,62773 ,53048 ,56418 ,61481 ,49901 ,61878 ,80606 ,678062 
1041 ,1757 ,KSC-OVERLAND PARK,-94.71,38.9,A+,1,Y,3803 ,65 ,42000 ,43891 ,57456 ,43416 ,41625 ,56901 ,48086 ,51140 ,55730 ,45233 ,56089 ,73065 ,614632 
1042 ,1759 ,KSC-SHAWNEE,-94.78,39.01,A,1,Y,3803 ,58 ,33963 ,35491 ,46461 ,35108 ,33660 ,46012 ,38884 ,41354 ,45065 ,36577 ,45356 ,59083 ,497012 
1043 ,1760 ,ORL-WATERFORD LAKES,-81.17,28.54,AA,6,Y,556 ,275 ,52543 ,54908 ,71878 ,54314 ,52074 ,71184 ,60156 ,63977 ,69719 ,56587 ,70168 ,91406 ,768913 
1044 ,1761 ,ATL-ROSWELL,-84.39,34.05,A,4,Y,594 ,240 ,31652 ,33077 ,43300 ,32719 ,31370 ,42881 ,36238 ,38540 ,41999 ,34088 ,42270 ,55063 ,463198 
1045 ,1762 ,LAFAYETTE,-86.77,40.42,A+,1,Y,559 ,65 ,41483 ,43350 ,56748 ,42882 ,41113 ,56200 ,47494 ,50511 ,55044 ,44676 ,55399 ,72166 ,607065 
1046 ,1763 ,FRISCO,-96.86,33.16,AA,4,Y,578 ,111 ,47039 ,49157 ,64349 ,48625 ,46619 ,63728 ,53855 ,57276 ,62416 ,50660 ,62819 ,81832 ,688376 
1047 ,1764 ,PLANO WEST,-96.81,33.04,AA,4,Y,578 ,101 ,49436 ,51661 ,67627 ,51103 ,48994 ,66974 ,56599 ,60194 ,65596 ,53241 ,66019 ,86001 ,723444 
1048 ,1765 ,WATUGA,-97.25,32.87,AA,4,Y,3801 ,38 ,49790 ,52031 ,68113 ,51469 ,49346 ,67455 ,57005 ,60626 ,66066 ,53623 ,66493 ,86617 ,728633 
1049 ,1766 ,HURST,-97.18,32.82,A,4,Y,3801 ,32 ,35232 ,36818 ,48197 ,36420 ,34917 ,47731 ,40337 ,42899 ,46749 ,37944 ,47051 ,61291 ,515586 
1050 ,1767 ,ANKENY,-93.6,41.73,A+,1,Y,590 ,103 ,40736 ,42570 ,55726 ,42110 ,40372 ,55188 ,46638 ,49601 ,54052 ,43871 ,54401 ,70866 ,596132 
1051 ,1768 ,CEDAR RAPIDS NORTH,-91.66,42.02,AA+,1,Y,590 ,61 ,54785 ,57251 ,74945 ,56632 ,54296 ,74221 ,62723 ,66708 ,72694 ,59002 ,73163 ,95307 ,801729 
1052 ,1769 ,SUPERIOR,-105.16,39.95,B,1,Y,554 ,133 ,30430 ,31800 ,41628 ,31456 ,30159 ,41226 ,34839 ,37053 ,40378 ,32772 ,40638 ,52938 ,445318 
1053 ,1770 ,DAL-HULEN,-97.42,32.67,AA,4,Y,3801 ,33 ,54924 ,57396 ,75136 ,56776 ,54434 ,74410 ,62882 ,66877 ,72879 ,59152 ,73349 ,95549 ,803764 
1054 ,1771 ,CEDAR RAPIDS S,-91.69,41.92,A+,1,Y,3809 ,164 ,46583 ,48680 ,63725 ,48154 ,46167 ,63109 ,53332 ,56720 ,61810 ,50168 ,62209 ,81038 ,681695 
1055 ,1772 ,BIRMINGHAM,-86.68,33.41,A+,4,Y,580 ,100 ,41784 ,43665 ,57160 ,43193 ,41411 ,56608 ,47839 ,50878 ,55443 ,45000 ,55801 ,72690 ,611473 
1056 ,1773 ,TRUSSVILLE,-86.65,33.62,B,4,Y,580 ,99 ,31224 ,32630 ,42714 ,32277 ,30945 ,42302 ,35748 ,38019 ,41431 ,33627 ,41698 ,54319 ,456936 
1057 ,1774 ,EAU CLAIRE,-91.51,44.74,A,1,Y,557 ,212 ,39372 ,41144 ,53860 ,40699 ,39020 ,53340 ,45077 ,47940 ,52242 ,42402 ,52579 ,68493 ,576168 
1058 ,1775 ,N DALLAS -COIT ROAD,-96.8,32.97,A,4,Y,578 ,97 ,38841 ,40589 ,53133 ,40150 ,38494 ,52620 ,44468 ,47293 ,51537 ,41830 ,51870 ,67569 ,568395 
1059 ,1776 ,DENVER SW,-105.07,39.62,AA+,1,Y,554 ,111 ,56747 ,59301 ,77629 ,58660 ,56240 ,76879 ,64969 ,69096 ,75297 ,61114 ,75782 ,98719 ,830433 
1060 ,1777 ,OMAHA W,-96.2,41.23,A,1,Y,590 ,258 ,41008 ,42854 ,56098 ,42390 ,40642 ,55556 ,46949 ,49932 ,54413 ,44164 ,54764 ,71339 ,600108 
1061 ,1778 ,LAUDERHILL,-80.28,26.18,A,6,Y,3808 ,429 ,36217 ,37847 ,49544 ,37438 ,35893 ,49065 ,41464 ,44098 ,48056 ,39004 ,48365 ,63004 ,529994 
1062 ,1779 ,GWINNETT,-84.15,33.98,C,4,Y,594 ,224 ,23536 ,24595 ,32196 ,24329 ,23326 ,31885 ,26946 ,28658 ,31229 ,25347 ,31431 ,40944 ,344421 
1063 ,1780 ,WOODSTOCK,-84.57,34.13,A,4,Y,580 ,176 ,31492 ,32909 ,43081 ,32554 ,31211 ,42664 ,36055 ,38345 ,41786 ,33916 ,42056 ,54785 ,460854 
1064 ,1781 ,W COLONIAL,-81.49,28.59,B,6,Y,556 ,256 ,24422 ,25521 ,33409 ,25246 ,24204 ,33087 ,27961 ,29737 ,32406 ,26302 ,32615 ,42486 ,357395 
1065 ,1782 ,TULSA SE,-95.88,36.04,AA,4,Y,3803 ,227 ,53761 ,56181 ,73544 ,55574 ,53281 ,72834 ,61550 ,65460 ,71335 ,57899 ,71795 ,93525 ,786737 
1066 ,1783 ,GRAND FORKS,-97.06,47.88,AA,1,Y,551 ,308 ,55793 ,58304 ,76324 ,57674 ,55295 ,75586 ,63877 ,67934 ,74031 ,60087 ,74508 ,97059 ,816471 
1067 ,1784 ,DALLAS NE,-96.75,32.88,AA,4,Y,578 ,92 ,58020 ,60631 ,79370 ,59976 ,57502 ,78604 ,66427 ,70646 ,76986 ,62486 ,77483 ,100934 ,849066 
1068 ,1785 ,SAN ANTONIO W,-98.67,29.51,A,7,Y,3801 ,269 ,35962 ,37581 ,49196 ,37175 ,35641 ,48721 ,41173 ,43788 ,47718 ,38730 ,48026 ,62561 ,526272 
1069 ,1786 ,SUGAR LAND,-95.63,29.57,A,7,Y,578 ,227 ,34564 ,36120 ,47283 ,35730 ,34256 ,46827 ,39572 ,42086 ,45863 ,37225 ,46159 ,60129 ,505814 
1070 ,1787 ,TUSCALOOSA,-87.48,33.22,A+,4,Y,580 ,140 ,43443 ,45398 ,59429 ,44907 ,43055 ,58855 ,49737 ,52897 ,57644 ,46786 ,58015 ,75575 ,635739 
1071 ,1788 ,AVON,-86.43,39.77,B,1,Y,559 ,10 ,33413 ,34916 ,45708 ,34539 ,33114 ,45266 ,38254 ,40684 ,44335 ,35984 ,44621 ,58126 ,488960 
1072 ,1789 ,GREENWOOD NORTH,-86.08,39.67,A,1,Y,559 ,23 ,36863 ,38523 ,50429 ,38106 ,36534 ,49941 ,42205 ,44886 ,48914 ,39701 ,49229 ,64129 ,539460 
1073 ,1790 ,HUNTERS CREEK ,-81.42,28.38,A+,6,Y,556 ,267 ,38679 ,40420 ,52912 ,39983 ,38334 ,52401 ,44283 ,47096 ,51323 ,41656 ,51654 ,67287 ,566028 
1074 ,1791 ,URBANDALE,-93.73,41.63,AA,1,Y,590 ,113 ,53600 ,56012 ,73324 ,55407 ,53121 ,72616 ,61366 ,65264 ,71121 ,57725 ,71580 ,93245 ,784382 
1075 ,1792 ,WATERLOO,-92.32,42.47,A+,1,Y,590 ,12 ,42454 ,44365 ,58076 ,43885 ,42075 ,57515 ,48605 ,51693 ,56332 ,45722 ,56695 ,73855 ,621272 
1076 ,1793 ,CHARLOTTE EAST,-80.65,35.19,D,4, ,594 ,87 ,15798 ,16509 ,21611 ,16330 ,15657 ,21402 ,18087 ,19236 ,20962 ,17014 ,21097 ,27482 ,231183 
1077 ,1794 ,RALEIGH NW,-78.83,35.86,B,4,0,594 ,177 ,32492 ,33955 ,44449 ,33588 ,32202 ,44019 ,37200 ,39563 ,43114 ,34993 ,43392 ,56525 ,475491 
1078 ,1795 ,PORT ORANGE,-81,29.11,A,6,Y,3808 ,206 ,32276 ,33729 ,44153 ,33364 ,31988 ,43727 ,36953 ,39300 ,42827 ,34760 ,43103 ,56149 ,472327 
1079 ,1796 ,EAST GREENBUSH,-73.72,42.63,B,1, ,579 ,47 ,27879 ,29134 ,38138 ,28819 ,27630 ,37769 ,31918 ,33946 ,36992 ,30024 ,37231 ,48499 ,407978 
1080 ,1797 ,AUSTIN NW,-97.77,30.49,A,7,Y,578 ,226 ,33443 ,34949 ,45750 ,34571 ,33145 ,45308 ,38289 ,40721 ,44376 ,36017 ,44662 ,58179 ,489409 
1081 ,1798 ,RIVERDALE,-73.91,40.87,AAA+,1,Y,579 ,181 ,109505 ,108985 ,142668 ,107807 ,103359 ,141290 ,119401 ,126986 ,138382 ,117933 ,146239 ,190500 ,1553055 
1082 ,1799 ,MACHESNEY PARK,-89.04,42.36,B,1, ,557 ,76 ,33390 ,34893 ,45677 ,34516 ,33092 ,45236 ,38228 ,40657 ,44305 ,35960 ,44591 ,58087 ,488635 
1083 ,1800 ,SIOUX CITY,-96.32,42.45,B,1, ,590 ,212 ,32359 ,33815 ,44267 ,33450 ,32070 ,43839 ,37048 ,39401 ,42937 ,34850 ,43214 ,56293 ,473543 
1084 ,1801 ,ALGONQUIN,-88.32,42.18,A,1,Y,557 ,80 ,37628 ,39322 ,51475 ,38897 ,37292 ,50978 ,43080 ,45817 ,49928 ,40524 ,50251 ,65460 ,550651 
1085 ,1802 ,NEWINGTON,-72.73,41.69,B,1, ,579 ,148 ,30151 ,31508 ,41246 ,31167 ,29881 ,40847 ,34519 ,36712 ,40007 ,32471 ,40265 ,52451 ,441225 
1086 ,1803 ,SALEM,-70.91,42.51,C,1, ,579 ,190 ,25931 ,27098 ,35473 ,26805 ,25699 ,35130 ,29688 ,31574 ,34407 ,27926 ,34629 ,45110 ,379468 
1087 ,1804 ,UNIVERSITY HEIGHTS,-81.56,41.5,B,1,Y,587 ,261 ,33400 ,34904 ,45691 ,34527 ,33102 ,45250 ,38240 ,40669 ,44319 ,35971 ,44605 ,58105 ,488782 
1088 ,1805 ,VISALIA,-119.31852,36.29235,A,3, ,593 ,67 ,42792 ,44718 ,58539 ,44235 ,42410 ,57974 ,48993 ,52105 ,58656 ,47956 ,55276 ,72573 ,626227 
1089 ,1806 ,GLENDALE,-104.93,39.71,AAA+,1,Y,554 ,110 ,105195 ,109930 ,143905 ,108742 ,104256 ,142515 ,120437 ,128088 ,139583 ,113292 ,140483 ,183002 ,1539429 
1090 ,1807 ,ASHEVILLE,-82.52,35.53,B,2, ,3811 ,86 ,27999 ,29259 ,38302 ,28943 ,27749 ,37932 ,32056 ,34092 ,37151 ,30154 ,37391 ,48708 ,409735 
1091 ,1808 ,SPRING VALLEY,-74.01,41.1,B,1,Y,3802 ,154 ,38544 ,40279 ,52728 ,39844 ,38200 ,52219 ,44129 ,46932 ,51144 ,41511 ,51474 ,67053 ,564057 
1092 ,1809 ,PHILADELPHIA NE,-75.01,40.12,A,1,Y,589 ,157 ,33359 ,34860 ,45634 ,34483 ,33061 ,45193 ,38192 ,40618 ,44263 ,35926 ,44549 ,58032 ,488170 
1093 ,1811 ,TEXARKANA,-94.12,33.51,B,4, ,3803 ,492 ,29232 ,30548 ,39989 ,30217 ,28971 ,39602 ,33467 ,35593 ,38787 ,31482 ,39038 ,50853 ,427779 
1094 ,1812 ,BEE CAVE,-98.03,30.32,C,7, ,578 ,251 ,20963 ,21906 ,28677 ,21669 ,20775 ,28400 ,24000 ,25525 ,27815 ,22576 ,27995 ,36468 ,306768 
1095 ,1813 ,GREELEY,-104.78,40.4,C,1,Y,554 ,167 ,27819 ,29072 ,38057 ,28757 ,27571 ,37689 ,31850 ,33874 ,36913 ,29961 ,37151 ,48396 ,407110 
1096 ,1814 ,AMERICAN FORK,-111.82,40.41,B,1, ,554 ,545 ,26288 ,27471 ,35962 ,27174 ,26053 ,35614 ,30097 ,32009 ,34881 ,28311 ,35106 ,45732 ,384698 
1097 ,1815 ,CHULA VISTA E,-116.94,32.63,A,5,Y,3806 ,120 ,33790 ,33630 ,44023 ,33266 ,31894 ,43598 ,38686 ,41144 ,46316 ,37868 ,43648 ,57306 ,485169 
1098 ,1816 ,EL CENTRO,-115.59,32.77,C,5, ,553 ,181 ,26380 ,27567 ,36087 ,27269 ,26144 ,35738 ,30202 ,32121 ,36159 ,29563 ,34076 ,44738 ,386044 
1099 ,1817 ,AUSTIN,-97.67,30.38,B,7,Y,578 ,228 ,23933 ,25010 ,32740 ,24740 ,23720 ,32424 ,27401 ,29142 ,31757 ,25775 ,31962 ,41635 ,350239 
1100 ,1818 ,RIVERHEAD,-72.64,40.93,A,1,Y,3802 ,246 ,39721 ,41508 ,57054 ,41060 ,39366 ,53812 ,45476 ,48365 ,52705 ,42778 ,53045 ,69100 ,583989 
1101 ,1819 ,ANTIOCK SLATTEN RANCH,-121.66,38.03,A,3,Y,555 ,67 ,50690 ,50449 ,66041 ,52399 ,50237 ,68673 ,58035 ,61721 ,69481 ,56807 ,65478 ,85967 ,735979 
1102 ,1820 ,CLEARWATER,-82.72,27.98,AA,6,Y,556 ,275 ,62729 ,65553 ,85813 ,64844 ,62169 ,84984 ,71818 ,76381 ,83235 ,67558 ,83772 ,109127 ,917984 
1103 ,1821 ,MANHATTAN,-96.68,39.26,B,1, ,3803 ,68 ,28598 ,29885 ,39122 ,29562 ,28343 ,38744 ,32742 ,34822 ,37947 ,30799 ,38191 ,49751 ,418506 
1104 ,1822 ,CLIFTON,-74.14,40.83,AAA,1,Y,3802 ,169 ,71474 ,71135 ,93120 ,70366 ,67463 ,92220 ,77934 ,82884 ,90322 ,76975 ,95450 ,124340 ,1013683 
1105 ,1823 ,HOWELL TWNSHP,-74.2,40.15,B,1, ,589 ,202 ,31272 ,32680 ,42780 ,32327 ,30993 ,42367 ,35803 ,38078 ,41495 ,33679 ,41762 ,54402 ,457637 
1106 ,1824 ,GARNER E,-78.58,35.65,B,4,Y,594 ,186 ,32218 ,32065 ,41975 ,31718 ,30410 ,43648 ,36886 ,39230 ,42750 ,34698 ,43026 ,56048 ,464672 
1107 ,1825 ,MONTGOMERY,-86.14,32.39,C,4, ,580 ,190 ,24268 ,25360 ,33198 ,25086 ,24051 ,32877 ,27784 ,29549 ,32201 ,26136 ,32409 ,42217 ,355136 
1108 ,1826 ,RALEIGH NE,-78.54,35.87,A+,4,Y,594 ,185 ,43728 ,45696 ,59819 ,45203 ,43338 ,59242 ,50064 ,53244 ,58022 ,47094 ,58397 ,76071 ,639918 
1109 ,1827 ,CHANTILLY,-77.45,38.89,A,2,Y,560 ,125 ,38018 ,37837 ,49532 ,39300 ,37679 ,51506 ,43527 ,46292 ,50446 ,40944 ,50771 ,66138 ,551988 
1110 ,1828 ,BRIDGEPORT,-80.23,39.29,D,2, ,3804 ,213 ,17763 ,18563 ,24300 ,18362 ,17605 ,24065 ,20337 ,21629 ,23570 ,19130 ,23722 ,30902 ,259947 
1111 ,1829 ,N. CHARLESTON,-80.02,32.93,C,7, ,594 ,118 ,19682 ,20568 ,26924 ,20345 ,19506 ,26664 ,22534 ,23965 ,26116 ,21197 ,26284 ,34239 ,288024 
1112 ,1830 ,QUEENSBURY,-73.68,43.33,C,1, ,579 ,14 ,22835 ,23863 ,31238 ,23605 ,22631 ,30936 ,26144 ,27805 ,30300 ,24593 ,30495 ,39725 ,334171 
1113 ,1831 ,CHAMPLIN,-93.39,45.17,A+,1,Y,551 ,15 ,44878 ,46898 ,61392 ,46391 ,44477 ,60799 ,51380 ,54644 ,59548 ,48332 ,59932 ,78071 ,656740 
1114 ,1832 ,BLAINE,-93.2,45.17,AA+,1,Y,551 ,10 ,66407 ,69396 ,90844 ,68646 ,65814 ,89967 ,76029 ,80859 ,88115 ,71518 ,88684 ,115525 ,971806 
1115 ,1833 ,SAVAGE,-93.41,44.69,AA,1,Y,590 ,191 ,53327 ,55728 ,72951 ,55126 ,52851 ,72247 ,61054 ,64933 ,70760 ,57432 ,71216 ,92771 ,780395 
1116 ,1834 ,UPLAND,-117.64,34.13,A,5, ,553 ,11 ,42039 ,43932 ,57509 ,43457 ,41664 ,56954 ,48131 ,51188 ,57624 ,47113 ,54304 ,71296 ,615211 
1117 ,1835 ,MILLBURY,-71.77,42.19,B,1, ,579 ,160 ,34332 ,35878 ,46966 ,35490 ,34026 ,46513 ,39307 ,41804 ,45555 ,36975 ,45849 ,59726 ,502421 
1118 ,1836 ,CEDAR HILL,-96.98,32.59,A,4,Y,3801 ,9 ,39236 ,41002 ,53674 ,40559 ,38885 ,53155 ,44921 ,47774 ,52061 ,42255 ,52397 ,68256 ,574175 
1119 ,1837 ,BAYBROOK,-95.14,29.54,A+,7,Y,3801 ,253 ,39712 ,41499 ,54325 ,41051 ,39357 ,53801 ,45466 ,48354 ,52694 ,42769 ,53033 ,69085 ,581147 
1120 ,1838 ,CHANDLER/TANTAN,-111.94,33.26,B,8, ,588 ,25 ,28045 ,29307 ,38365 ,28990 ,27794 ,37994 ,32108 ,34148 ,37212 ,30203 ,37452 ,48788 ,410408 
1121 ,1839 ,HADLEY,-72.57,42.36,B,1,Y,579 ,113 ,31040 ,32437 ,42462 ,32086 ,30763 ,42052 ,35537 ,37795 ,41187 ,33429 ,41452 ,53998 ,454238 
1122 ,1840 ,LEAWOOD,-94.6,38.88,C,1,Y,3803 ,70 ,29172 ,30485 ,39907 ,30156 ,28912 ,39522 ,33399 ,35521 ,38708 ,31417 ,38958 ,50749 ,426905 
1123 ,1841 ,MACEDONIA,-81.52,41.31,C,1, ,587 ,266 ,18877 ,19727 ,25824 ,19514 ,18709 ,25574 ,21612 ,22985 ,25048 ,20330 ,25209 ,32839 ,276247 
1124 ,1842 ,OVERLAND PK S,-94.67,38.86,D,1, ,3803 ,67 ,18301 ,19124 ,25035 ,18918 ,18137 ,24793 ,20952 ,22283 ,24283 ,19709 ,24440 ,31836 ,267811 
1125 ,1843 ,RIVERSIDE SE,-117.35,33.98,B,5, ,3806 ,11 ,29760 ,31099 ,40711 ,30763 ,29494 ,40318 ,34072 ,36236 ,40792 ,33351 ,38442 ,50471 ,435510 
1126 ,1844 ,CORDOVA,-89.76,35.16,A,4,Y,580 ,200 ,42782 ,44707 ,58525 ,44224 ,42400 ,57960 ,48981 ,52092 ,56767 ,46075 ,57133 ,74425 ,626070 
1127 ,1845 ,WILKES-BARRE,-75.8,41.22,B,1, ,589 ,162 ,31039 ,32436 ,42461 ,32086 ,30762 ,42051 ,35537 ,37794 ,41186 ,33428 ,41452 ,53997 ,454231 
1128 ,1846 ,LEMON GROVE,-117.07,32.76,C,5,Y,3806 ,104 ,29309 ,29170 ,38185 ,28854 ,27664 ,37816 ,33556 ,35687 ,40174 ,32846 ,37859 ,49706 ,420826 
1129 ,1847 ,WILSONVILLE,-122.79,45.3,B,1, ,558 ,53 ,35979 ,37598 ,49218 ,37192 ,35657 ,48743 ,41192 ,43808 ,47740 ,38748 ,48048 ,62590 ,526512 
1130 ,1848 ,NORA PLAZA,-86.14,39.91,B,1, ,559 ,26 ,27198 ,28422 ,37207 ,28115 ,26955 ,36847 ,31139 ,33117 ,36089 ,29292 ,36322 ,47315 ,398019 
1131 ,1849 ,ATLANTIC TERMINAL,-73.98,40.68,AAA+,1,Y,579 ,194 ,111960 ,116999 ,153159 ,115735 ,110960 ,151680 ,128182 ,136325 ,148558 ,120577 ,149517 ,194770 ,1638422 
1132 ,1850 ,ADDISON,-96.84,32.96,C,4,Y,578 ,98 ,21094 ,20994 ,27482 ,20767 ,19910 ,27217 ,23000 ,24462 ,26657 ,22718 ,28170 ,36696 ,299167 
1133 ,1851 ,GILROY,-121.56,37.02,D,3, ,593 ,195 ,19245 ,20111 ,26327 ,19894 ,19073 ,26072 ,22033 ,23433 ,26379 ,21567 ,24859 ,32638 ,281629 
1134 ,1852 ,SAN ANTONIO SE,-98.43,29.35,C,7, ,3801 ,258 ,24866 ,25985 ,34016 ,25704 ,24644 ,33687 ,28468 ,30277 ,32994 ,26779 ,33207 ,43257 ,363884 
1135 ,1853 ,ORTEGA,-81.7,30.24,B,7,Y,556 ,162 ,27593 ,28835 ,37747 ,28523 ,27347 ,37382 ,31591 ,33598 ,36613 ,29717 ,36849 ,48002 ,403795 
1136 ,1854 ,ROCKVILLE,-77.12,39.05,AA+,2,Y,3804 ,396 ,64809 ,64501 ,84436 ,63804 ,61172 ,83620 ,70666 ,75155 ,81900 ,69797 ,86549 ,112745 ,919155 
1137 ,1855 ,BANGOR,-68.74,44.84,B,1, ,579 ,362 ,29723 ,31061 ,40660 ,30725 ,29458 ,40268 ,34029 ,36191 ,39439 ,32011 ,39693 ,51707 ,434965 
1138 ,1856 ,POUGHKEEPSIE,-73.92,41.63,B,1, ,3802 ,111 ,35854 ,37467 ,49047 ,37062 ,35534 ,48573 ,41049 ,43656 ,47574 ,38613 ,47881 ,62372 ,524682 
1139 ,1857 ,STAFFORD,-77.41,38.47,B,2,Y,560 ,112 ,29830 ,29688 ,38864 ,30836 ,29564 ,40413 ,34152 ,36322 ,39581 ,32126 ,39836 ,51894 ,433105 
1140 ,1858 ,CHARLOTTESVILLE,-78.44,38.13,A,2,Y,560 ,40 ,34801 ,36367 ,47607 ,35974 ,34490 ,47147 ,39843 ,42374 ,46177 ,37480 ,46475 ,60541 ,509279 
1141 ,1859 ,LAKELAND NORTH,-81.97,28.09,C,6, ,556 ,269 ,21586 ,22558 ,29529 ,22314 ,21393 ,29244 ,24714 ,26284 ,28642 ,23247 ,28827 ,37552 ,315891 
1142 ,1860 ,OKLAHOMA CITY,-97.64,35.55,C,4,Y,3803 ,294 ,17097 ,17867 ,23389 ,17674 ,16944 ,23163 ,19574 ,20818 ,22686 ,18413 ,22832 ,29743 ,250199 
1143 ,1861 ,SHERMAN,-96.61,33.68,C,4,Y,578 ,122 ,23974 ,23860 ,31235 ,23603 ,22629 ,30933 ,27448 ,29192 ,31811 ,25820 ,32017 ,41707 ,344228 
1144 ,1862 ,STOCKTON NORTH,-121.38,38.06,B,3, ,555 ,58 ,32737 ,34211 ,44784 ,33841 ,32445 ,44351 ,37480 ,39861 ,44873 ,36688 ,42288 ,55520 ,479077 
1145 ,1863 ,TUCSON SE,-110.79,32.21,A,8,Y,588 ,133 ,47496 ,49634 ,64974 ,49097 ,47072 ,64346 ,54378 ,57832 ,63022 ,51152 ,63428 ,82626 ,695056 
1146 ,1864 ,ROCKAWAY,-74.56,40.91,A+,1,Y,589 ,189 ,43731 ,43523 ,56974 ,43053 ,41277 ,56424 ,47683 ,50712 ,58026 ,47097 ,58400 ,76076 ,622976 
